,DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
8412,2022-07-14 02:30:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,32.0,0.0,1.0,-9.34189,-63.65512,6.5
8413,2022-07-14 02:30:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,22.0,0.0,1.0,-9.07286,-63.23936,5.1
8414,2022-07-14 02:30:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,5.0,0.0,0.98,-8.66596,-63.41551,4.7
8415,2022-07-14 02:30:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,29.0,0.0,0.63,-8.58471,-62.5001,4.0
8717,2022-07-16 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,NOVO HORIZONTE DO OESTE,Amazônia,0.0,0.07,0.93,-11.66831,-62.1239,6.4
8718,2022-07-16 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,28.0,4.74,0.52,-9.24241,-63.43452,34.0
8719,2022-07-16 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,28.0,5.37,0.98,-9.24433,-63.44952,21.3
8720,2022-07-16 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,29.0,5.22,0.87,-9.25564,-63.44799,22.0
8957,2022-07-17 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.92,-9.24409,-63.43035,4.0
8958,2022-07-17 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.45,-9.24265,-63.4405,7.5
8959,2022-07-17 05:55:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.62,-8.69811,-63.62945,15.9
8960,2022-07-17 05:55:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.68,-8.69672,-63.63933,7.8
8961,2022-07-17 05:55:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.7,-8.69223,-63.63206,14.9
8962,2022-07-17 05:55:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,3.0,0.0,1.0,-8.6577,-63.40366,5.6
8963,2022-07-17 05:57:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,2.58,0.71,-10.04883,-65.18848,4.5
9005,2022-07-17 03:00:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,0.0,0.0,0.58,-9.24932,-63.44262,10.9
9006,2022-07-17 03:00:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,1.0,-8.70492,-63.64434,24.4
9007,2022-07-17 03:00:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,3.0,0.0,0.62,-8.702,-63.62613,18.3
9008,2022-07-17 03:00:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.62,-8.69255,-63.64648,9.5
9009,2022-07-17 03:00:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,2.66,0.89,-10.05292,-65.18919,5.5
9111,2022-07-18 02:04:00,TERRA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,27.0,0.0,0.81,-12.26554,-60.53835,15.5
9112,2022-07-18 02:04:00,TERRA_M-M,Brasil,RONDÔNIA,VILHENA,Amazônia,22.0,0.0,0.98,-12.26347,-60.52111,38.0
9113,2022-07-18 02:04:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,26.0,0.0,0.94,-12.25865,-60.52811,20.5
9114,2022-07-18 02:04:00,TERRA_M-M,Brasil,RONDÔNIA,ESPIGÃO D'OESTE,Amazônia,36.0,0.0,1.0,-11.10606,-60.85362,25.5
9115,2022-07-18 02:04:00,TERRA_M-M,Brasil,RONDÔNIA,ESPIGÃO D'OESTE,Amazônia,36.0,0.0,0.95,-11.10196,-60.85976,16.1
9116,2022-07-18 02:04:00,TERRA_M-M,Brasil,RONDÔNIA,ESPIGÃO D'OESTE,Amazônia,37.0,0.0,1.0,-11.09976,-60.84252,11.1
9311,2022-07-19 05:44:00,AQUA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,2.0,0.0,1.0,-11.95095,-60.96043,26.3
9312,2022-07-19 05:44:00,AQUA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,2.0,0.0,0.99,-11.94952,-60.97058,7.5
9372,2022-07-19 02:49:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,19.0,0.0,0.86,-9.51623,-62.98062,12.2
9373,2022-07-19 02:49:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,34.0,0.0,0.87,-9.40104,-62.30976,30.2
9374,2022-07-19 02:49:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,35.0,0.0,0.98,-9.3976,-62.3167,18.6
9375,2022-07-19 02:49:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,34.0,0.0,1.0,-9.39561,-62.30349,12.0
9376,2022-07-19 02:47:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,2.0,0.0,0.95,-11.94879,-60.97566,12.9
9377,2022-07-19 02:47:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,2.0,0.0,1.0,-11.94805,-60.96674,30.5
9378,2022-07-19 02:47:00,TERRA_M-M,Brasil,RONDÔNIA,PIMENTA BUENO,Amazônia,2.0,0.0,1.0,-11.94631,-60.96055,20.4
10030,2022-07-21 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,4.0,0.0,0.83,-9.93039,-63.79004,4.4
10031,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,8.0,0.0,1.0,-9.64722,-65.74026,7.6
10032,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,8.0,0.0,0.99,-9.63231,-64.75017,5.7
10033,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,8.0,0.0,1.0,-9.62308,-64.7515,11.4
10034,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,10.0,0.0,0.9,-9.62174,-64.74187,12.9
10035,2022-07-21 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,37.0,0.0,0.86,-9.40764,-62.4367,13.6
10036,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,0.0,0.88,-9.38602,-63.64532,5.8
10037,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,15.0,0.0,0.9,-9.32466,-63.40472,12.3
10038,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,5.0,0.0,0.79,-9.26846,-63.72389,11.7
10039,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,7.0,0.0,0.91,-8.82615,-63.65255,4.6
10040,2022-07-21 02:36:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,0.0,0.72,-8.69464,-63.63145,5.8
10041,2022-07-21 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,CAMPO NOVO DE RONDÔNIA,Amazônia,4.0,0.0,1.0,-10.3609,-63.91272,16.5
10042,2022-07-21 02:34:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,4.0,0.0,0.75,-10.00586,-65.00146,12.3
10043,2022-07-21 05:29:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,0.0,0.89,-9.62278,-64.73716,16.1
10757,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,5.0,0.0,0.81,-9.93415,-64.76394,10.1
10758,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,10.0,0.0,1.0,-9.64865,-65.74504,16.2
10759,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,21.0,0.0,1.0,-9.53444,-62.31072,5.2
10760,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,36.0,0.0,1.0,-9.39487,-63.17832,8.5
10761,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,11.0,0.0,0.7,-8.75022,-63.30907,17.7
10762,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,JI-PARANÁ,Amazônia,10.0,0.0,1.0,-10.84098,-61.96977,9.3
10763,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,ARIQUEMES,Amazônia,14.0,0.0,1.0,-10.07049,-63.04831,11.8
10764,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,ARIQUEMES,Amazônia,14.0,0.0,1.0,-10.06953,-63.0427,9.3
10765,2022-07-23 02:24:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,6.0,0.0,0.79,-10.01109,-65.00755,17.8
11427,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,12.0,0.0,0.86,-8.82915,-63.56393,79.2
11428,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,12.0,0.0,0.89,-8.82664,-63.54431,28.6
11429,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,9.0,0.0,0.8,-8.68338,-62.94822,21.4
11430,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,9.0,0.0,0.82,-8.6769,-62.96114,15.7
11431,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,9.0,0.0,0.8,-8.67473,-62.94363,11.5
11432,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,9.0,0.0,0.8,-8.67117,-62.94978,9.5
11433,2022-07-25 02:11:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,9.0,0.0,0.8,-8.58344,-62.65005,11.1
12342,2022-07-27 01:58:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,12.0,0.0,0.81,-8.36341,-62.75076,25.5
12343,2022-07-27 01:58:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,12.0,0.0,0.81,-8.36013,-62.74562,37.6
12364,2022-07-26 05:48:00,AQUA_M-M,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,20.0,0.0,1.0,-9.73746,-63.2376,5.5
12365,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,20.0,0.0,0.96,-9.31771,-63.40066,5.6
12366,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,44.0,0.0,1.0,-9.18699,-62.46861,5.6
12367,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,10.0,0.0,0.8,-8.66544,-62.95107,4.8
12368,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,26.0,0.0,0.84,-8.5932,-62.50026,5.6
12369,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,9.0,0.0,0.8,-8.58081,-62.64806,7.9
12370,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,10.0,0.0,0.8,-8.57947,-62.65718,10.5
12371,2022-07-26 05:46:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,10.0,0.0,0.8,-8.34362,-62.7592,10.1
12648,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,13.0,0.0,-999.0,-9.65217,-65.74312,7.6
12649,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,26.0,0.0,0.96,-9.50948,-64.18295,10.8
12650,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,21.0,0.0,0.88,-9.32398,-63.39931,18.8
12651,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,43.0,0.0,1.0,-9.191,-62.48022,21.0
12652,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,10.0,0.0,0.8,-8.66963,-62.95413,14.0
12653,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,25.0,0.0,0.84,-8.58789,-62.50079,16.8
12654,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,10.0,0.0,0.8,-8.58743,-62.65508,22.4
12655,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,10.0,0.0,0.8,-8.57557,-62.65698,15.4
12656,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,0.0,0.81,-8.37637,-62.75853,19.9
12657,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,0.0,0.87,-8.37061,-62.75285,20.5
12658,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,0.0,0.79,-8.36207,-62.74411,30.1
12659,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,0.0,0.79,-8.3588,-62.75478,26.1
12660,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,0.0,0.8,-8.35276,-62.76239,18.0
12661,2022-07-26 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,9.0,0.0,0.98,-10.04605,-63.68733,9.3
13061,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.55364,-65.93993,6.3
13062,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,,,,-9.37876,-62.38245,6.8
13063,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-9.2686,-63.72223,5.3
13064,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.93163,-63.87315,6.2
13065,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,,,,-8.84683,-62.58585,5.8
13066,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,,,,-8.84532,-62.57549,6.1
13067,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,,,,-8.8438,-62.56512,5.8
13068,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.7767,-63.75982,6.7
13069,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-8.65948,-62.95955,6.3
13070,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.36418,-62.76369,7.0
13071,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.35006,-62.73429,12.9
13072,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.2802,-62.9493,7.1
13073,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.16047,-62.82797,5.7
13074,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.15704,-62.83482,12.9
13075,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.149,-62.84649,26.1
13076,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.14752,-62.83625,30.5
13077,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.14603,-62.82599,17.2
13078,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.13799,-62.83767,12.8
13079,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.13649,-62.82739,6.7
13080,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia,,,,-11.02791,-62.60024,13.4
13081,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia,,,,-11.02644,-62.59032,5.3
13082,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia,,,,-11.01856,-62.6017,6.0
13083,2022-07-28 02:41:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,,,,-10.04535,-65.04593,9.1
13086,2022-07-28 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.15179,-62.83601,8.3
13087,2022-07-28 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.14368,-62.8237,14.8
13088,2022-07-28 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.14198,-62.83456,26.7
13089,2022-07-28 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.14028,-62.84542,11.0
13090,2022-07-28 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia,,,,-11.02859,-62.59342,6.4
13091,2022-07-28 05:36:00,AQUA_M-M,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia,,,,-11.01215,-62.59517,6.9
14755,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.0328,-63.15378,90.5
14756,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.03145,-63.14366,13.2
14757,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.02472,-63.16527,8.5
14758,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.02337,-63.15512,112.3
14759,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.01187,-63.96143,8.0
14760,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.93728,-63.87456,10.6
14761,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.9292,-63.88603,7.1
14762,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.92782,-63.87592,50.3
14763,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-8.67228,-62.95256,10.3
14764,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.45043,-62.67632,12.8
14765,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.44123,-62.67462,10.4
14766,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.44056,-63.39482,7.8
14767,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.43219,-62.67592,25.2
14768,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.4309,-62.66676,7.3
14769,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.38557,-62.73875,4.2
14770,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.34155,-62.75085,4.0
14771,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.34027,-62.74168,8.7
14772,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,RIO CRESPO,Amazônia,,,,-9.55508,-62.81928,7.1
14773,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,RIO CRESPO,Amazônia,,,,-9.55377,-62.80991,23.0
14774,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.50571,-64.2997,7.8
14775,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,Amazônia,,,,-12.18937,-63.49445,8.0
14776,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.85507,-65.0115,42.2
14777,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.84483,-65.01287,40.2
14778,2022-07-30 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.64622,-65.74902,9.5
14790,2022-07-30 05:25:00,AQUA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.0317,-63.14984,26.6
14791,2022-07-30 05:25:00,AQUA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.02955,-63.13783,45.8
14792,2022-07-30 05:25:00,AQUA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.02673,-63.15434,72.4
14793,2022-07-30 05:25:00,AQUA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.01989,-63.14778,90.3
14794,2022-07-30 05:23:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.43683,-62.66701,19.8
14795,2022-07-30 05:23:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.43241,-62.6608,11.6
15970,2022-07-31 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.44464,-62.70094,37.1
15971,2022-07-31 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-8.78468,-62.88719,35.1
15972,2022-07-31 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-8.78926,-62.87929,57.2
15973,2022-07-31 03:13:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.92308,-64.75677,38.3
15975,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,,,,-10.04977,-65.31532,10.8
15976,2022-07-31 06:08:00,AQUA_M-M,Brasil,RONDÔNIA,SERINGUEIRAS,Amazônia,,,,-12.02513,-63.15218,13.0
15977,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.33838,-62.75069,9.8
15978,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.42932,-62.67485,11.8
15979,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-8.44864,-62.68456,13.6
15980,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-8.7891,-62.87843,15.6
15981,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,,,,-8.79109,-62.86334,18.3
15982,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.85657,-65.01183,6.3
15983,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.85698,-65.01746,8.8
15984,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.91429,-64.74557,8.7
15985,2022-07-31 06:05:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,,,,-9.9244,-64.74697,6.7
16918,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,46.0,0.0,0.97,-9.64833,-63.1502,13.3
16919,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,46.0,0.0,0.98,-9.43773,-62.40339,87.0
16920,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,46.0,0.0,1.0,-9.43608,-62.39079,107.3
16921,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,47.0,0.0,1.0,-9.42722,-62.4049,47.4
16922,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,47.0,0.0,1.0,-9.42558,-62.39224,78.3
16923,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,45.0,0.0,0.92,-9.28348,-64.248,83.7
16924,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,46.0,0.0,0.94,-9.27915,-64.25414,63.5
16925,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,42.0,0.0,0.97,-9.27691,-64.23706,21.6
16926,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,PRESIDENTE MÉDICI,Amazônia,44.0,0.0,1.0,-11.26913,-61.86224,8.2
16927,2022-08-01 02:17:00,TERRA_M-M,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia,17.0,0.0,1.0,-11.02771,-62.58362,11.0
