,DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
79619,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,VALE DO PARAÍSO,Amazônia,7.0,0.93,0.43,-10.09168,-61.94253,13.7
79620,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,6.0,6.47,0.49,-9.27598,-62.17056,12.0
79621,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,6.0,6.12,0.56,-9.2816,-62.18221,12.9
79622,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CAMPO NOVO DE RONDÔNIA,Amazônia,8.0,0.24,1.0,-10.24721,-64.18399,6.8
79623,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,7.0,0.0,0.96,-10.50899,-64.0672,14.2
79624,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,7.0,0.0,0.79,-10.51082,-64.07938,8.6
79625,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,7.0,0.0,0.85,-10.51667,-64.07327,14.1
79626,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,7.0,0.0,0.7,-10.52218,-64.36418,7.5
79627,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,8.0,0.0,0.7,-10.53234,-64.36246,18.7
79628,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,8.0,0.0,0.71,-10.53416,-64.3745,22.1
79629,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,8.0,0.0,0.73,-10.53595,-64.38642,8.6
79630,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,8.0,0.0,0.72,-10.56101,-63.48769,8.4
79631,2022-08-27 02:51:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,8.0,0.0,0.74,-10.64972,-63.4675,8.1
79632,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,12.56,0.03,-9.46046,-63.72426,9.1
79633,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,15.0,1.76,0.85,-9.60073,-64.0341,7.9
79634,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,16.0,1.41,0.95,-9.60272,-64.04694,8.4
79635,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,15.0,1.67,0.75,-9.6113,-64.03243,7.6
79636,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,16.0,1.32,0.81,-9.61328,-64.04526,7.9
79637,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,12.0,2.32,1.0,-9.73315,-64.08531,10.4
79638,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,ARIQUEMES,Amazônia,7.0,0.2,0.95,-9.77241,-62.93626,43.2
79639,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,ARIQUEMES,Amazônia,7.0,0.2,0.77,-9.77286,-62.92643,17.1
79640,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,ARIQUEMES,Amazônia,8.0,0.2,0.89,-9.77523,-62.94182,18.0
79641,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,11.0,1.96,1.0,-9.78191,-64.08453,7.9
79642,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,7.0,1.54,1.0,-9.8146,-64.15687,15.9
79643,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,8.0,0.2,0.99,-9.96586,-64.266,6.6
79644,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,8.0,0.2,0.94,-9.96769,-64.27817,11.2
79645,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,21.42,0.0,-8.64961,-63.32117,22.5
79646,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,21.05,0.0,-8.65132,-63.32738,33.2
79647,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,20.51,0.0,-8.65197,-63.33605,11.6
79648,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,21.41,0.0,-8.66094,-63.31936,9.5
79649,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,7.0,30.11,0.0,-8.67796,-62.99704,11.7
79650,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,7.0,29.58,0.0,-8.68048,-63.01273,14.3
79651,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,7.0,29.93,0.0,-8.68223,-63.00198,17.4
79652,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,23.94,0.0,-8.7396,-63.1618,99.2
79653,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,23.3,0.0,-8.742,-63.17705,13.0
79654,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,23.49,0.0,-8.75105,-63.15995,70.7
79655,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,7.0,24.33,0.0,-8.79566,-63.08331,25.6
79656,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,7.0,24.72,0.0,-8.79665,-63.07385,24.1
79657,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,23.92,0.0,-8.79899,-63.08926,11.5
79658,2022-08-27 02:53:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,6.0,20.76,0.03,-9.23181,-63.59647,7.0
82236,2022-08-29 02:38:00,TERRA_M-M,Brasil,RONDÔNIA,ALTA FLORESTA D'OESTE,Amazônia,6.0,3.44,0.31,-12.58033,-62.09958,8.3
85324,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.31,-8.72842,-62.42168,17.4
85325,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.05,-8.72941,-62.62573,6.7
85326,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,1.0,-8.95611,-63.32697,7.4
85327,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,2.0,0.0,0.77,-8.95632,-63.60167,8.5
85328,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.31,-8.95638,-62.40722,7.0
85329,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.33,-8.96156,-62.37866,24.2
85341,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.08,-8.29193,-62.78419,6.2
85342,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.08,-8.29321,-62.79333,20.3
85343,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.08,-8.30097,-62.78289,51.0
85344,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.09,-8.30224,-62.79203,41.6
85345,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.12,-8.37484,-62.71986,6.2
85346,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.18,-8.49055,-62.56087,9.1
85347,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.21,-8.50349,-62.52192,6.0
85348,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.26,-8.69752,-62.46321,9.2
85349,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.32,-8.6989,-62.40746,23.7
85350,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.31,-8.70017,-62.41653,20.9
85351,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.33,-8.70662,-62.39709,20.8
85352,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.32,-8.70789,-62.40616,62.2
88214,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.12,-8.93936,-62.48477,20.2
88215,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,0.0,0.11,-8.93683,-62.50454,20.0
88216,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,0.0,0.09,-8.80275,-62.53505,23.3
88217,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.32,-9.55446,-64.34606,47.0
88218,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.29,-9.55249,-64.36069,12.0
88219,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,0.0,0.09,-8.80248,-62.54003,26.2
88220,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,0.0,0.08,-8.80015,-62.55458,15.3
88221,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,1.0,0.0,0.1,-8.78991,-62.53336,19.6
88222,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.22,-8.76663,-62.40963,78.2
88223,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.23,-8.75615,-62.40112,72.9
88224,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,0.0,0.0,0.21,-8.75363,-62.40817,43.3
88225,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.22,-8.72772,-62.40462,37.9
88226,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.2,-8.72756,-62.41773,106.6
88227,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,0.0,0.0,0.19,-8.72522,-62.42467,83.3
88228,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA UNIÃO,Amazônia,1.0,0.0,0.85,-11.01375,-62.57125,16.3
88229,2022-08-30 06:10:00,AQUA_M-M,Brasil,RONDÔNIA,NOVA UNIÃO,Amazônia,1.0,0.0,0.41,-11.0104,-62.57626,16.4
91534,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.29,-8.7297,-62.43076,28.2
91535,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.27,-8.73097,-62.43984,16.4
91536,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,1.0,0.0,0.26,-8.73225,-62.44892,23.1
91537,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.36,-8.73233,-62.38413,13.6
91538,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.35,-8.7336,-62.39319,12.7
91539,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.34,-8.75349,-62.40245,19.9
91540,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.33,-8.75476,-62.41153,11.1
91541,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.35,-8.76249,-62.40117,28.0
91542,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.34,-8.76375,-62.41024,19.3
91543,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.32,-8.76502,-62.41932,12.7
91544,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.2,-8.76742,-62.5024,5.5
91545,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.34,-8.77275,-62.40894,25.2
91546,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.32,-8.77402,-62.41801,17.1
91547,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.31,-8.77529,-62.42709,13.5
91548,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.17,-8.79052,-62.53622,10.9
91549,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.16,-8.79179,-62.54533,5.2
91550,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.13,-8.79433,-62.56355,23.9
91551,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.12,-8.7956,-62.57267,36.1
91552,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.11,-8.79687,-62.58179,8.7
91553,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.17,-8.79953,-62.53491,21.4
91554,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.37,-8.79973,-62.40501,24.8
91555,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.16,-8.8008,-62.54402,10.2
91573,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.63,-8.801,-62.41409,10.1
91574,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.11,-8.82392,-62.57789,5.8
91575,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.58,-8.82664,-62.466,5.0
91576,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.44,-8.90315,-62.35645,9.2
91577,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.34,-8.91852,-62.40053,7.3
91578,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.19,-8.92482,-62.51099,9.6
91579,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.18,-8.9261,-62.5201,4.8
91580,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.34,-8.92684,-62.39296,8.5
91581,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.32,-8.92811,-62.40205,22.1
91582,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.27,-8.93191,-62.42931,5.8
91583,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.37,-8.93318,-62.43841,8.7
91584,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,3.0,0.0,0.19,-8.93384,-62.50969,6.6
91585,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.19,-8.94204,-62.50214,15.7
91586,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.18,-8.94331,-62.51126,13.4
91587,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,1.0,-8.95479,-63.31745,5.5
91588,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,1.0,-8.96254,-63.32025,9.5
91589,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.86,-8.96283,-62.38774,10.1
91590,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.31,-8.97056,-62.37735,22.2
91701,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,2.0,0.0,0.74,-9.03947,-61.62615,7.3
91702,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,PORTO VELHO,Amazônia,2.0,0.0,0.05,-9.06386,-64.10525,6.2
91703,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2.0,0.0,0.97,-9.06665,-63.46172,8.6
91704,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,2.0,0.0,0.25,-9.12228,-61.62658,6.0
91705,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,2.0,0.0,0.62,-9.12356,-61.63562,10.3
91706,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,MACHADINHO D'OESTE,Amazônia,2.0,0.0,0.59,-9.13254,-61.6343,9.6
91707,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.98,-9.14889,-62.46936,7.2
91708,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2.0,0.0,0.68,-9.1579,-62.46805,7.2
91735,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,2.0,0.0,0.99,-10.07657,-63.88011,5.1
91766,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,BURITIS,Amazônia,2.0,0.0,0.93,-10.0861,-63.87881,9.0
91798,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,2.0,0.0,1.0,-10.16095,-64.89809,7.8
91799,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,1.0,0.0,1.0,-10.17108,-64.89677,8.6
91800,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,MONTE NEGRO,Amazônia,1.0,0.0,0.25,-10.21545,-63.26878,6.7
91829,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,CAMPO NOVO DE RONDÔNIA,Amazônia,2.0,0.0,0.35,-10.36813,-64.07612,6.7
91830,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,2.0,0.0,0.57,-10.42443,-64.27609,6.8
91831,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.66,-10.4325,-64.48776,5.9
91884,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.29,-10.44179,-64.63568,6.1
91885,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,2.0,0.0,0.28,-10.45178,-64.63429,7.0
91886,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3.0,0.0,0.12,-10.48773,-64.43977,6.1
91887,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,2.0,0.0,0.25,-10.49327,-64.64015,10.4
91888,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.1,-10.56601,-63.4959,15.9
91889,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.31,-10.59423,-63.49213,6.2
91890,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.1,-10.60226,-63.48076,5.9
91891,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.17,-10.60362,-63.49076,6.6
91919,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.47,-10.6221,-63.02288,7.7
91970,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.57,-10.70228,-62.80106,7.9
91971,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.15,-10.70359,-62.81055,17.3
91972,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.53,-10.7049,-62.82001,10.6
91994,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.06,-10.7062,-62.82944,5.8
91995,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.63,-10.71013,-62.79028,45.0
91996,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.26,-10.71144,-62.79974,900.5
91997,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.05,-10.71275,-62.80921,1708.0
91998,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.08,-10.71406,-62.81867,346.0
91999,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.71536,-62.82812,84.3
92000,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.03,-10.71666,-62.83751,15.1
92001,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,2.0,0.0,0.39,-10.71929,-62.78896,59.5
92002,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.08,-10.7206,-62.79842,399.3
92003,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.72191,-62.80788,465.1
92004,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.72322,-62.81736,548.5
92005,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.03,-10.72453,-62.82682,71.7
92006,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.05,-10.72584,-62.83627,11.0
92007,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,JARU,Amazônia,2.0,0.0,0.05,-10.72741,-62.79163,17.6
92008,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.72869,-62.80107,351.6
92009,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.72998,-62.81055,296.3
92010,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.04,-10.73127,-62.82003,138.1
92011,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.03,-10.73256,-62.82952,20.1
92012,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.35,-10.73385,-62.83904,8.0
92013,2022-08-31 02:28:00,TERRA_M-M,Brasil,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,Amazônia,3.0,0.0,0.19,-10.73786,-62.79979,45.5
